desired_x,desired_y,desired_z,actual_x,actual_y,actual_z,error_x,error_y,error_z,time
-0.194,-0.513,0.586,-0.194001,-0.512997,0.586,1.07732e-06,2.8105e-06,3.55841e-07,0.3
-0.204,-0.513,0.586,-0.204001,-0.512997,0.586,1.09703e-06,2.8063e-06,3.76147e-07,0.302
-0.214,-0.513,0.586,-0.214001,-0.512997,0.586,1.13313e-06,2.80173e-06,4.07134e-07,0.3
-0.204,-0.513,0.586,-0.204001,-0.512997,0.586,1.11428e-06,2.80405e-06,3.86192e-07,0.296
-0.204,-0.503,0.586,-0.204,-0.503,0.585998,2.28515e-07,4.24385e-07,2.41311e-06,0.294
-0.204,-0.513,0.586,-0.204,-0.513,0.585998,2.24428e-07,4.05543e-07,2.41185e-06,0.3
-0.204,-0.523,0.586,-0.204,-0.523,0.585998,2.16812e-07,3.82707e-07,2.40227e-06,0.295
-0.204,-0.513,0.586,-0.204,-0.513,0.585998,2.21825e-07,4.02885e-07,2.40891e-06,0.296
-0.204,-0.513,0.596,-0.204,-0.512997,0.596,1.25195e-07,2.91503e-06,2.80645e-07,0.299
-0.204,-0.513,0.586,-0.204,-0.512997,0.586,1.25815e-07,2.92946e-06,3.19299e-07,0.301
-0.204,-0.513,0.576,-0.204,-0.512997,0.576,1.2709e-07,2.95915e-06,3.68936e-07,0.301
-0.204,-0.513,0.586,-0.204,-0.512997,0.586,1.26198e-07,2.93838e-06,3.29896e-07,0.296
-0.209774,-0.518774,0.580226,-0.209776,-0.518771,0.580225,2.02606e-06,2.18511e-06,1.68849e-06,0.292
-0.204,-0.513,0.586,-0.204002,-0.512998,0.585998,2.07488e-06,2.20278e-06,1.67475e-06,0.297
-0.209774,-0.518774,0.591774,-0.209776,-0.518772,0.591772,2.07933e-06,1.15282e-06,1.26087e-06,0.298
-0.204,-0.513,0.586,-0.204002,-0.512999,0.585999,2.12004e-06,1.13267e-06,1.25332e-06,0.3
-0.209774,-0.507226,0.580226,-0.209772,-0.507225,0.580226,1.60466e-06,1.66618e-06,6.88891e-08,0.302
-0.204,-0.513,0.586,-0.203998,-0.512998,0.586,1.5927e-06,1.65755e-06,8.90822e-08,0.3
-0.209774,-0.507226,0.591774,-0.209772,-0.507224,0.591773,1.632e-06,2.12358e-06,2.56464e-07,0.299
-0.204,-0.513,0.586,-0.203998,-0.512998,0.586,1.61278e-06,2.12053e-06,2.69301e-07,0.293
-0.198226,-0.518774,0.580226,-0.198225,-0.518771,0.580226,1.59059e-06,2.11151e-06,2.91027e-07,0.303
-0.204,-0.513,0.586,-0.203998,-0.512998,0.586,1.61001e-06,2.11522e-06,2.77261e-07,0.294
-0.198226,-0.518774,0.591774,-0.198225,-0.518772,0.591773,1.57588e-06,1.637e-06,1.18366e-07,0.309
-0.204,-0.513,0.586,-0.203998,-0.512998,0.586,1.59014e-06,1.64842e-06,9.75667e-08,0.295
-0.198226,-0.507226,0.580226,-0.198229,-0.507225,0.580225,2.17681e-06,1.10901e-06,1.2439e-06,0.312
-0.204,-0.513,0.586,-0.204002,-0.512999,0.585999,2.13775e-06,1.13031e-06,1.25162e-06,0.299
-0.198226,-0.507226,0.591774,-0.198229,-0.507224,0.591772,2.14569e-06,2.24099e-06,1.65515e-06,0.296
-0.204,-0.513,0.586,-0.204002,-0.512998,0.585998,2.09033e-06,2.21769e-06,1.66531e-06,0.302
